,_id,description,Bert_Label,Flair_Label,BL_Label,CE_Label,BLTC_Label,Expert1,Expert2,Expert3,Final_Label
813,CVE-2014-5663,"The FreeCell Solitaire (aka com.mobilityware.freecell) application 2.1.2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
814,CVE-2014-7078,"The Payoneer Sign Up (aka com.wPayoneerSignUp) application 0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
815,CVE-2014-6640,"The DNB Trade (aka lt.dnb.mobiletrade) application 1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
816,CVE-2014-6720,"The Pesca de Carpa Lite (aka com.clearfishing.pescadecarpa.lite) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
817,CVE-2014-7592,"The FOL (aka com.desire2learn.fol.mobile.app.campuslife.directory) application 3.0.729.1459 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
818,CVE-2014-7754,"The Condor S.E. (aka com.app_condorsoutheast.layout) application 1.399 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
819,CVE-2014-6710,"The Chifro Kids Coloring Game (aka com.chifro.kids_coloring_game) application 1.6 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",disabling security tools,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
820,CVE-2014-7116,"The NRA Journal (aka com.magazinecloner.nationalrifleassociationjournal) application @7F080181 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
821,CVE-2014-6944,"The mitfahrgelegenheit.at (aka com.carpooling.android.at) application 2.3.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",server-side request forgery,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
822,CVE-2014-5786,"The Jewels & Diamonds (aka mominis.Generic_Android.Jewels_and_Diamonds) application 1.1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",disabling security tools,No Label,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
823,CVE-2017-5948,"An issue was discovered on OnePlus One, X, 2, 3, and 3T devices. OxygenOS and HydrogenOS are vulnerable to downgrade attacks. This is due to a lenient 'updater-script' in OTAs that does not check that the current version is lower than or equal to the given image's. Downgrades can occur even on locked bootloaders and without triggering a factory reset, allowing for exploitation of now-patched vulnerabilities with access to user data. This vulnerability can be exploited by a Man-in-the-Middle (MiTM) attacker targeting the update process. This is possible because the update transaction does not occur over TLS (CVE-2016-10370). In addition, a physical attacker can reboot the phone into recovery, and then use 'adb sideload' to push the OTA (on OnePlus 3/3T 'Secure Start-up' must be off).",disabling security tools,No Label,sensitive data exposure,man-in-the-middle,sensitive data exposure,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
824,CVE-2017-1773,"IBM DataPower Gateways 7.1, 7,2, 7.5, and 7.6 could allow an attacker using man-in-the-middle techniques to spoof DNS responses to perform DNS cache poisoning and redirect Internet traffic. IBM X-Force ID: 136817.",memory based attack,code injection,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
825,CVE-2015-1637,"Schannel (aka Secure Channel) in Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 does not properly restrict TLS state transitions, which makes it easier for remote attackers to conduct cipher-downgrade attacks to EXPORT_RSA ciphers via crafted TLS traffic, related to the ""FREAK"" issue, a different vulnerability than CVE-2015-0204 and CVE-2015-1067.",server-side request forgery,No Label,system misconfiguration,dns attack,system misconfiguration,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
826,CVE-2015-1597,"The Siemens SPCanywhere application for Android does not use encryption during the loading of code, which allows man-in-the-middle attackers to execute arbitrary code by modifying the client-server data stream.",disabling security tools,code injection,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
827,CVE-2008-3438,"Apple Mac OS X does not properly verify the authenticity of updates, which allows man-in-the-middle attackers to execute arbitrary code via a Trojan horse update, as demonstrated by evilgrade and DNS cache poisoning.",disabling security tools,code injection,man-in-the-middle,man-in-the-middle,man-in-the-middle,Man-in-the-middle,Man-in-the-middle,Man-in-the-middle,man-in-the-middle
828,CVE-2014-0313,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2014-0321.",server-side request forgery,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
829,CVE-2018-0978,"A remote code execution vulnerability exists when Internet Explorer improperly accesses objects in memory, aka ""Internet Explorer Memory Corruption Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10. This CVE ID is unique from CVE-2018-8249.",web session cookie,code injection,memory based attack,unauthorized access,memory based attack,Code Injection,Memory Corruption,Memory Corruption,code injection
830,CVE-2019-0726,"A memory corruption vulnerability exists in the Windows DHCP client when an attacker sends specially crafted DHCP responses to a client, aka 'Windows DHCP Client Remote Code Execution Vulnerability'. This CVE ID is unique from CVE-2019-0697, CVE-2019-0698.",server-side request forgery,code injection,memory based attack,memory based attack,memory based attack,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
831,CVE-2013-3848,"Microsoft Word Automation Services in SharePoint Server 2010 SP1, Word Web App 2010 SP1 in Office Web Apps 2010, Word 2003 SP3, Word 2007 SP3, Word 2010 SP1, Office Compatibility Pack SP3, and Word Viewer allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document, aka ""Word Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3847, CVE-2013-3849, and CVE-2013-3858.",server-side request forgery,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
832,CVE-2011-1266,"The Vector Markup Language (VML) implementation in vgx.dll in Microsoft Internet Explorer 6 through 8 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code by accessing an object that (1) was not properly initialized or (2) is deleted, aka ""VML Memory Corruption Vulnerability.""",disabling security tools,No Label,memory based attack,unauthorized access,memory based attack,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
833,CVE-2020-1478,"A memory corruption vulnerability exists when Windows Media Foundation improperly handles objects in memory, aka 'Media Foundation Memory Corruption Vulnerability'. This CVE ID is unique from CVE-2020-1379, CVE-2020-1477, CVE-2020-1492, CVE-2020-1525, CVE-2020-1554.",memory based attack,dns attack,memory based attack,memory based attack,memory based attack,Memory Based Attack,Memory Corruption,Memory Corruption,memory based attack
834,CVE-2010-1261,"The IE8 Developer Toolbar in Microsoft Internet Explorer 8 SP1, SP2, and SP3 allows user-assisted remote attackers to execute arbitrary code by accessing an object that (1) was not properly initialized or (2) is deleted, leading to memory corruption, aka ""Uninitialized Memory Corruption Vulnerability.""",disabling security tools,No Label,memory based attack,memory based attack,memory based attack,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
835,CVE-2013-3209,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3201, CVE-2013-3203, CVE-2013-3206, and CVE-2013-3207.",server-side request forgery,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
836,CVE-2019-1335,"A remote code execution vulnerability exists in the way that the Chakra scripting engine handles objects in memory in Microsoft Edge, aka 'Chakra Scripting Engine Memory Corruption Vulnerability'. This CVE ID is unique from CVE-2019-1307, CVE-2019-1308, CVE-2019-1366.",web session cookie,code injection,memory based attack,memory based attack,memory based attack,Memory Based Attack,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
837,CVE-2009-0566,"Microsoft Office Publisher 2007 SP1 does not properly calculate object handler data for Publisher files, which allows remote attackers to execute arbitrary code via a crafted file in a legacy format that triggers memory corruption, aka ""Pointer Dereference Vulnerability.""",server-side request forgery,code injection,memory based attack,memory based attack,memory based attack,Code Injection,Memory Corruption,Memory Corruption,memory based attack
838,CVE-2015-6073,"Microsoft Internet Explorer 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Browser Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6068, CVE-2015-6072, CVE-2015-6075, CVE-2015-6077, CVE-2015-6079, CVE-2015-6080, and CVE-2015-6082.",memory based attack,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
839,CVE-2014-4066,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2014-2787, CVE-2014-2790, CVE-2014-2802, and CVE-2014-2806.",server-side request forgery,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
840,CVE-2019-1199,"A remote code execution vulnerability exists in Microsoft Outlook when the software fails to properly handle objects in memory, aka 'Microsoft Outlook Memory Corruption Vulnerability'.",disabling security tools,code injection,memory based attack,disabling security tools,memory based attack,Memory Based Attack,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
841,CVE-2013-3191,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3187 and CVE-2013-3193.",server-side request forgery,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
842,CVE-2014-6330,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability.""",server-side request forgery,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
843,CVE-2015-2469,"Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, and Office for Mac 2011 allow remote attackers to execute arbitrary code via a crafted document, aka ""Microsoft Office Memory Corruption Vulnerability.""",server-side request forgery,code injection,memory based attack,memory based attack,memory based attack,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
844,CVE-2017-11889,"ChakraCore and Microsoft Edge in Windows 10 Gold, 1511, 1607, 1703, 1709, and Windows Server 2016 allows an attacker to execute arbitrary code in the context of the current user, due to how the scripting engine handles objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is unique from CVE-2017-11886, CVE-2017-11890, CVE-2017-11893, CVE-2017-11894, CVE-2017-11895, CVE-2017-11901, CVE-2017-11903, CVE-2017-11905, CVE-2017-11907, CVE-2017-11908, CVE-2017-11909, CVE-2017-11910, CVE-2017-11911, CVE-2017-11912, CVE-2017-11913, CVE-2017-11914, CVE-2017-11916, CVE-2017-11918, and CVE-2017-11930.",memory based attack,code injection,memory based attack,memory based attack,memory based attack,Code Injection,Memory Corruption,Memory Corruption,memory based attack
845,CVE-2008-2254,"Microsoft Internet Explorer 6 and 7 accesses uninitialized memory, which allows remote attackers to cause a denial of service (crash) and execute arbitrary code via unknown vectors, aka ""HTML Object Memory Corruption Vulnerability.""",disabling security tools,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
846,CVE-2018-8509,"A remote code execution vulnerability exists when Microsoft Edge improperly accesses objects in memory, aka ""Microsoft Edge Memory Corruption Vulnerability."" This affects Microsoft Edge. This CVE ID is unique from CVE-2018-8473.",memory based attack,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,unauthorized access
847,CVE-2015-2385,"Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2390, CVE-2015-2397, CVE-2015-2404, CVE-2015-2406, and CVE-2015-2422.",server-side request forgery,No Label,memory based attack,denial of service,memory based attack,Code Injection,"Memory Corruption, Denial of Service, Code injection",Memory Corruption,memory based attack
848,CVE-2018-8511,"A remote code execution vulnerability exists in the way that the Chakra scripting engine handles objects in memory in Microsoft Edge, aka ""Chakra Scripting Engine Memory Corruption Vulnerability."" This affects Microsoft Edge, ChakraCore. This CVE ID is unique from CVE-2018-8503, CVE-2018-8505, CVE-2018-8510, CVE-2018-8513.",web session cookie,code injection,memory based attack,memory based attack,memory based attack,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
849,CVE-2016-3233,"Microsoft Excel 2007 SP3, Excel 2010 SP2, and Office Compatibility Pack SP3 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability.""",server-side request forgery,code injection,memory based attack,memory based attack,memory based attack,Code Injection,Memory Corruption,Memory Corruption,memory based attack
850,CVE-2020-1569,"A remote code execution vulnerability exists when Microsoft Edge improperly accesses objects in memory, aka 'Microsoft Edge Memory Corruption Vulnerability'.",memory based attack,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Memory Corruption,Memory Corruption,unauthorized access
851,CVE-2017-11807,"ChakraCore and Microsoft Edge in Microsoft Windows 10 1703 allows an attacker to execute arbitrary code in the context of the current user, due to how the scripting engine handles objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is unique from CVE-2017-11792, CVE-2017-11793, CVE-2017-11796, CVE-2017-11797, CVE-2017-11798, CVE-2017-11799, CVE-2017-11800, CVE-2017-11801, CVE-2017-11802, CVE-2017-11804, CVE-2017-11805, CVE-2017-11806, CVE-2017-11808, CVE-2017-11809, CVE-2017-11810, CVE-2017-11811, CVE-2017-11812, and CVE-2017-11821.",memory based attack,code injection,memory based attack,memory based attack,memory based attack,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
852,CVE-2018-0838,"Microsoft Edge and ChakraCore in Microsoft Windows 10 Gold, 1511, 1607, 1703, 1709, and Windows Server 2016 allows remote code execution, due to how the scripting engine handles objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is unique from CVE-2018-0834, CVE-2018-0835, CVE-2018-0836, CVE-2018-0837, CVE-2018-0840, CVE-2018-0856, CVE-2018-0857, CVE-2018-0858, CVE-2018-0859, CVE-2018-0860, CVE-2018-0861, and CVE-2018-0866.",web session cookie,code injection,memory based attack,sensitive data exposure,memory based attack,Code Injection,"Memory Corruption,  Code injection",Memory Corruption,code injection
853,CVE-2019-8544,"A memory corruption issue was addressed with improved memory handling. This issue is fixed in iOS 12.2, tvOS 12.2, watchOS 5.2, Safari 12.1, iTunes 12.9.4 for Windows, iCloud for Windows 7.11. Processing maliciously crafted web content may lead to arbitrary code execution.",disabling security tools,code injection,memory based attack,sensitive data exposure,memory based attack,Code Injection,Memory Corruption,Memory Corruption,code injection
854,CVE-2017-8548,"Microsoft Edge in Microsoft Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016 allows an attacker to obtain information to further compromise the user's system when Microsoft Edge improperly handles objects in memory, aka ""Scripting Engine Memory Corruption Vulnerability"". This CVE ID is unique from CVE-2017-8499, CVE-2017-8520, CVE-2017-8521, and CVE-2017-8549.",disabling security tools,code injection,memory based attack,memory based attack,memory based attack,Memory Based Attack,Memory Corruption,Memory Corruption,memory based attack
855,CVE-2017-3086,Adobe Shockwave versions 12.2.8.198 and earlier have an exploitable memory corruption vulnerability. Successful exploitation could lead to arbitrary code execution.,disabling security tools,code injection,memory based attack,unauthorized access,memory based attack,Memory Based Attack,"Memory Corruption,  Code injection",Memory Corruption,memory based attack
856,CVE-2018-6854,"Sophos SafeGuard Enterprise before 8.00.5, SafeGuard Easy before 7.00.3, and SafeGuard LAN Crypt before 3.95.2 are vulnerable to Local Privilege Escalation via multiple IOCTLs, e.g., 0x8810200B, 0x8810200F, 0x8810201B, 0x8810201F, 0x8810202B, 0x8810202F, 0x8810203F, 0x8810204B, 0x88102003, 0x88102007, 0x88102013, 0x88102017, 0x88102027, 0x88102033, 0x88102037, 0x88102043, and 0x88102047. When some conditions in the user-controlled input buffer are not met, the driver writes an error code (0x2000001A) to a user-controlled address. Also, note that all the aforementioned IOCTLs use transfer type METHOD_NEITHER, which means that the I/O manager does not validate any of the supplied pointers and buffer sizes. So, even though the driver checks for input/output buffer sizes, it doesn't validate if the pointers to those buffers are actually valid. So, we can supply a pointer for the output buffer to a kernel address space address, and the error code will be written there. We can take advantage of this condition to modify the SEP_TOKEN_PRIVILEGES structure of the Token object belonging to the exploit process and grant SE_DEBUG_NAME privilege. This allows the exploit process to interact with higher privileged processes running as SYSTEM and execute code in their security context.",disabling security tools,No Label,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
857,CVE-2016-10923,The woocommerce-store-toolkit plugin before 1.5.8 for WordPress has privilege escalation.,privilege escalation,system misconfiguration,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
858,CVE-2021-0218,"A command injection vulnerability in the license-check daemon of Juniper Networks Junos OS that may allow a locally authenticated attacker with low privileges to execute commands with root privilege. license-check is a daemon used to manage licenses in Junos OS. To update licenses, a user executes the command 'request system license update' via the CLI. An attacker with access to this CLI command may be able to exploit the vulnerability. This issue affects Juniper Networks Junos OS: 17.3 versions prior to 17.3R3-S9; 17.4 versions prior to 17.4R2-S12, 17.4R3-S3; 18.1 versions prior to 18.1R3-S11; 18.2 versions prior to 18.2R3-S6; 18.3 versions prior to 18.3R3-S4; 18.4 versions prior to 18.4R3-S6; 19.1 versions prior to 19.1R1-S6, 19.1R2-S2, 19.1R3-S3; 19.2 versions prior to 19.2R3-S1; 19.3 versions prior to 19.3R2-S5, 19.3R3; 19.4 versions prior to 19.4R2-S2, 19.4R3; 20.1 versions prior to 20.1R1-S4, 20.1R2; 20.2 versions prior to 20.2R1-S2, 20.2R2.",server-side request forgery,No Label,privilege escalation,code injection,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
859,CVE-2020-5832,"Symantec Data Center Security Manager Component, prior to 6.8.2 (aka 6.8 MP2), may be susceptible to a privilege escalation vulnerability, which is a type of issue whereby an attacker may attempt to compromise the software application to gain elevated access to resources that are normally protected from an application or user.",disabling security tools,No Label,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
860,CVE-2021-27925,"An issue was discovered in Couchbase Server 6.5.x and 6.6.x through 6.6.1. When using the View Engine and Auditing is enabled, a crash condition can (depending on a race condition) cause an internal user with administrator privileges, @ns_server, to have its credentials leaked in cleartext in the ns_server.info.log file.",server-side request forgery,No Label,credentials,server-side request forgery,credentials,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
861,CVE-2016-10138,"An issue was discovered on BLU Advance 5.0 and BLU R1 HD devices with Shanghai Adups software. The com.adups.fota.sysoper app is installed as a system app and cannot be disabled by the user. In the com.adups.fota.sysoper app's AndroidManifest.xml file, it sets the android:sharedUserId attribute to a value of android.uid.system which makes it execute as the system user, which is a very privileged user on the device. The app has an exported broadcast receiver named com.adups.fota.sysoper.WriteCommandReceiver which any app on the device can interact with. Therefore, any app can send a command embedded in an intent which will be executed by the WriteCommandReceiver component which is executing as the system user. The third-party app, utilizing the WriteCommandReceiver, can perform the following actions: call a phone number, factory reset the device, take pictures of the screen, record the screen in a video, install applications, inject events, obtain the Android log, and others. In addition, the com.adups.fota.sysoper.TaskService component will make a request to a URL of http://rebootv5.adsunflower.com/ps/fetch.do where the commands in the String array with a key of sf in the JSON Object sent back by the server will be executed as the system user. Since the connection is made via HTTP, it is vulnerable to a MITM attack.",server-side request forgery,code injection,system misconfiguration,command and control,system misconfiguration,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
862,CVE-2013-6231,SpagoBI before 4.1 has Privilege Escalation via an error in the AdapterHTTP script,system misconfiguration,code injection,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
863,CVE-2021-21506,"PowerScale OneFS 8.1.2,8.2.2 and 9.1.0 contains an improper input sanitization issue in its API handler. An un-authtenticated with ISI_PRIV_SYS_SUPPORT and ISI_PRIV_LOGIN_PAPI privileges could potentially exploit this vulnerability, leading to potential privileges escalation.",disabling security tools,disabling security tools,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
864,CVE-2021-31425,"This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop 16.1.2-49151. An attacker must first obtain the ability to execute low-privileged code on the target guest system in order to exploit this vulnerability. The specific flaw exists within the Parallels Tools component. The issue results from the lack of proper validation of user-supplied data, which can result in an integer overflow before allocating a buffer. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of the kernel on the target guest system. Was ZDI-CAN-12790.",disabling security tools,code injection,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
865,CVE-2020-9072,"Huawei OSD product with versions earlier than OSD_uwp_9.0.32.0 have a local privilege escalation vulnerability. An authenticated, local attacker can constructs a specific file path to exploit this vulnerability. Successful exploitation may cause the attacker to obtain a higher privilege.",server-side request forgery,code injection,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
866,CVE-2021-31505,This vulnerability allows attackers with physical access to escalate privileges on affected installations of Arlo Q Plus 1.9.0.3_278. Authentication is not required to exploit this vulnerability. The specific flaw exists within the SSH service. The device can be booted into a special operation mode where hard-coded credentials are accepted for SSH authentication. An attacker can leverage this vulnerability to escalate privileges and execute arbitrary code in the context of root. Was ZDI-CAN-12890.,disabling security tools,code injection,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,"Privilege Escalation, Code Execution",Privilege Escalation,privilege escalation
867,CVE-2021-27258,This vulnerability allows remote attackers to execute escalate privileges on affected installations of SolarWinds Orion Platform 2020.2. Authentication is not required to exploit this vulnerability. The specific flaw exists within the SaveUserSetting endpoint. The issue results from improper restriction of this endpoint to unprivileged users. An attacker can leverage this vulnerability to escalate privileges their privileges from Guest to Administrator. Was ZDI-CAN-11903.,disabling security tools,code injection,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
868,CVE-2018-1551,IBM WebSphere MQ 8.0.0.2 through 8.0.0.8 and 9.0.0.0 through 9.0.0.3 could allow users to have more authority than they should have if an MQ administrator creates an invalid user group name. IBM X-Force ID: 142888.,server-side request forgery,code injection,privilege escalation,command and control,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
869,CVE-2019-4088,"IBM Spectrum Protect Servers 7.1 and 8.1 and Storage Agents could allow a local attacker to gain elevated privileges on the system, caused by loading a specially crafted library loaded by the dsmqsan module. By setting up such a library, a local attacker could exploit this vulnerability to gain root privileges on the vulnerable system. IBM X-Force ID: 157511.",memory based attack,code injection,privilege escalation,dns attack,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
870,CVE-2021-29736,"IBM WebSphere Application Server 7.0, 8.0, 8.5, and 9.0 could allow a remote user to gain elevated privileges on the system. IBM X-Force ID: 201300.",server-side request forgery,code injection,privilege escalation,credentials,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
871,CVE-2019-4155,IBM API Connect's Developer Portal 2018.1 and 2018.4.1.3 is impacted by a privilege escalation vulnerability when integrated with an OpenID Connect (OIDC) user registry. IBM X-Force ID: 158544.,server-side request forgery,No Label,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
872,CVE-2018-1417,"Under certain circumstances, a flaw in the J9 JVM (IBM SDK, Java Technology Edition 7.1 and 8.0) allows untrusted code running under a security manager to elevate its privileges. IBM X-Force ID: 138823.",disabling security tools,No Label,unauthorized access,unauthorized access,unauthorized access,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
873,CVE-2017-1692,"IBM AIX 5.3, 6.1, 7.1, and 7.2 contains an unspecified vulnerability that would allow a locally authenticated user to obtain root level privileges. IBM X-Force ID: 134067.",server-side request forgery,code injection,unknown attack,unauthorized access,unknown attack,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
874,CVE-2017-1469,"IBM InfoSphere Information Server 9.1, 11.3, and 11.5 could allow a local user to gain elevated privileges by placing arbitrary files in installation directories. IBM X-Force ID: 128468.",server-side request forgery,code injection,privilege escalation,privilege escalation,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
875,CVE-2011-0089,"win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP1 and SP2, Windows Server 2008 Gold, SP2, and R2, and Windows 7 does not properly validate user-mode input, which allows local users to gain privileges via a crafted application, aka ""Win32k Window Class Improper Pointer Validation Vulnerability.""",disabling security tools,code injection,privilege escalation,system misconfiguration,privilege escalation,Privilege Escalation,Privilege Escalation,Privilege Escalation,privilege escalation
